Genus,Family,Order,HybProp,Hyb_Ratio,perc_per,perc_wood,perc_ag,floral_symm,mating_system,repro_syndrome,pollination_syndrome,RedList,tavg,C_value,CV_C_value,perc_per_text,perc_wood_text,perc_ag_text,floral_symm_text,mating_system_text,repro_syndrome_text,pollination_syndrome_text,redlist_text,tavg_text,cvalue_text,cv_cvalue_text,image_url
Patersonia,Iridaceae,Asparagales,0,0,1,0,0,.,.,.,.,.,.,.,.,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,selfing,wind pollination,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/1/1a/Patersonia_sericea.jpg
Pectis,Asteraceae,Asterales,0,0,0,0,0.00210989,.,.,.,.,.,.,.,.,About 0% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,selfing,herbaceous perennial,insect-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/8/8d/Pectis_papposa_var_papposa_4.jpg
Pectocarya,Boraginaceae,Boraginales,1.515151515,0.083333333,0,0,0.001824818,.,.,.,.,.,.,.,.,About 0% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,mixed mating system,asexual reproduction,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/3/33/Pectocarya_recurvata_nutlets.jpg
Pedicularis,Orobanchaceae,Lamiales,0,0,0.957317073,0,0,.,1,1,1,.,0.962,2.84,.,About 96% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,selfing,abiotic pollination,wind-pollinated,low extinction risk,warm climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/6/6f/Pedicularis_bracteosa_7613.JPG
Pediocactus,Cactaceae,Caryophyllales,0,0,1,1,0,.,.,.,.,.,.,.,.,About 1% of species are perennial,About 1% of species are woody,About 0% of species are annual,radial or bilateral symmetry,mixed mating system,vegetative and sexual reproduction,insect-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/a/a1/Pediocactus_simpsonii.jpg
Pediomelum,Fabaceae,Fabales,0,0,1,0,0.096494845,.,.,.,.,.,.,.,.,About 1% of species are perennial,About 0% of species are woody,About 10% of species are agro,radial,mixed mating system,typical sexual reproduction,insect-pollinated,low extinction risk,temperate climates,small genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/2/2f/Pediomelum_subacaule_Kaldari_01.jpg
Pelargonium,Geraniaceae,Geraniales,2.197802198,0.142857143,0.96875,0.5,0,0.666666667,.,.,1,4,.,8.1,.,About 97% of species are perennial,About 50% of species are woody,About 0% of species are agricultural,radial,mixed mating system,unassisted selfing,insect-pollinated,high risk,temperate climates,large genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/0/0d/Pelargonium_cucullatum_Contour_Path_Rhodes_Mem.JPG
Pelea,Rutaceae,Sapindales,0,0,1,1,0.001652893,.,.,.,.,5,.,.,.,About 100% of species are perennial,About 100% of species are woody,About 0% of species are agricultural,radial symmetry,selfing,dioecious,wind-pollinated,high risk,temperate climates,medium genome,moderate variation,No image found
Pellaea,Pteridaceae,Monilophyta,2.857142857,0.2,1,0,0,.,.,.,.,.,.,6.81,.,About 1% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,selfing,sexual reproduction,insect-pollinated,low extinction risk,temperate climates,medium genome,moderate variation,No image found
Peltaria,Brassicaceae,Brassicales,0,0,1,0,0.00485306,.,.,.,.,.,.,0.763333333,51.43207638,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agriculture,radial symmetry,selfing,self-pollinated,insect-pollinated,low extinction risk,temperate climates,small genome,high variation,https://upload.wikimedia.org/wikipedia/commons/2/2f/Peltaria_alliacea3.JPG
Pennisetum,Poaceae,Poales,0,0,0.875,0,0.074314214,.,.,.,0,.,.,2.121666667,35.48932833,About 88% of species are perennial,About 0% of species are woody,About 7% of species are agroforestry,radial symmetry,mixed mating system,obligate cross-pollination,wind-pollinated,low extinction risk,temperate climates,medium genome,high variation,https://upload.wikimedia.org/wikipedia/commons/7/7f/Cenchrus_longispinus.jpg
Penstemon,Plantaginaceae,Lamiales,0.081371694,0.075268817,1,0.144385027,0.005925926,.,.,.,.,.,.,0.819913043,48.7061693,About 100% of species are perennial,About 14% of species are woody,About 1% of species are cultivated,radial symmetry,mixed mating system,obligate xenogamy,wind-pollinated,low extinction risk,cold climates,small genome,high variation,https://upload.wikimedia.org/wikipedia/commons/2/2d/Penstemon_nitidus_-_Patrick_Alexander_square.jpg
Pentachaeta,Asteraceae,Asterales,0,0,0,0,0.00210989,.,.,.,.,.,.,.,.,About 0% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,unknown,unknown,unknown,unknown,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/c/c6/Pentachaetalyonii.jpg
Pentagramma,Pteridaceae,Monilophyta,0,0,1,0,0,.,.,.,.,.,.,.,.,About 100% of species are perennial,About 0% of species are woody,About 0% of species are aggregated,radial symmetry,selfing,vegetative reproduction,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/9/97/Pentagramma_triangularis_1.jpg
Peperomia,Piperaceae,Piperales,0,0,0.538461538,0,0.000992556,0,.,.,0.5,2.968085106,.,1.887,52.78756168,About 54% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial,mixed mating system,biotic pollination,insect-pollinated,moderate risk,temperate climates,small genome,high variation,https://upload.wikimedia.org/wikipedia/commons/8/83/Peperomia_trifolia_2011-01-17.jpg
Perideridia,Apiaceae,Apiales,0,0,1,0,0.003968254,.,.,.,.,.,.,.,.,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,mixed mating system,seed reproduction,insect-pollinated,low extinction risk,temperate climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/f/fe/Perideridiamontana.jpg
Periploca,Apocynaceae,Gentianales,0,0,1,1,0.000658617,0,.,.,1,.,.,0.5,.,About 100% of species are perennial,About 100% of species are woody,About 0% of species are agricultural,radial,unknown,unknown,insect-pollinated,low extinction risk,cold climates,small genome,low variation,No image found
Perityle,Asteraceae,Asterales,0,0,0.833333333,0.25,0.00210989,.,.,.,.,.,.,.,.,About 83% of species are perennial,About 25% of species are woody,About 0% of species are agricultural,radial symmetry,mixed mating system,angiosperm reproduction,insect-pollinated,low extinction risk,temperate climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/c/cd/Perityle_emoryi_flower.jpg
Persicaria,Polygonaceae,Caryophyllales,1.814516129,0.28125,0.375,0,0.002727273,0,1,0.727272727,1,.,.,0.565,33.79094353,About 38% of species are perennial,About 0% of species are woody,About 0% of species are agriculturally important,radial,selfing,seed-dispersal,insect-pollinated,low extinction risk,cold climates,small genome,high variation,https://upload.wikimedia.org/wikipedia/commons/d/dd/Persicaria_capitata_AF_crop.jpg
Persoonia,Proteaceae,Proteales,7.272727273,0.363636364,1,0.916666667,0.000625,.,.,.,.,.,1.135,.,.,About 100% of species are perennial,About 92% of species are woody,About 0% of species are agricultural,radial symmetry,selfing,animal-dispersed,insect-pollinated,low extinction risk,warm climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/0/0d/Persoonia_levis_oatley_2_email.jpg
Petalonyx,Loasaceae,Cornales,0,0,1,1,0,.,.,.,.,.,.,.,.,About 1% of species are perennial,About 1% of species are woody,About 0% of species are cultivated,radial,mixed,self-pollination,insect-pollinated,low extinction risk,cold climates,medium genome,high variation,https://upload.wikimedia.org/wikipedia/commons/2/23/Petalonyx_thurberi.jpg
Petasites,Asteraceae,Asterales,1.169590643,0.105263158,1,0,0.00210989,.,1,0.4,0.916666667,.,.,0.88,.,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial,selfing,self-pollinated,insect-pollinated,low extinction risk,temperate climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/c/c5/Petasites_hybridus_inflorescence_-_Keila.jpg
Petrocoptis,Caryophyllaceae,Caryophyllales,0,0,1,0,0.001818182,.,.,.,.,.,.,.,.,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,mixed mating system,self-pollination,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/1/1e/Petrocoptis_glaucifolia_3.jpg
Petrorhagia,Caryophyllaceae,Caryophyllales,0.307692308,0.038461538,0.24,0,0.001818182,.,1,1,1,.,.,0.885,0,About 24% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial,selfing,self-pollination,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/6/65/Petrorhagiadubia.jpg
Petroselinum,Apiaceae,Apiales,0,0,0,0,0.003968254,.,1,1,1,.,.,2.568333333,0,About 0% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial,selfing,obligate asexual,wind-pollinated,low extinction risk,temperate climates,medium genome,low variation,https://upload.wikimedia.org/wikipedia/commons/2/27/Petroselinum_segetum_1.jpg
Petrosimonia,Amaranthaceae,Caryophyllales,0,0,0,0,0.041463415,.,.,.,.,.,.,.,.,About 0% of species are perennial,About 0% of species are woody,About 4% of species are agricultural,radial symmetry,selfing,wind-pollinated,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/b/b3/Petrosimonia_monandra_as_Polycnemum_monandrum.jpg
Peucedanum,Apiaceae,Apiales,0,0,0.903225806,0,0.003968254,.,1,0.785714286,1,1.833333333,.,3.09,34.72146552,About 90% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial,selfing,obligate outcrossing,insect-pollinated,moderate risk,temperate climates,medium genome,high variation,https://upload.wikimedia.org/wikipedia/commons/3/35/Peucedanum_officinale_Ypey46.jpg
Phacelia,Boraginaceae,Boraginales,0.03740835,0.030487805,0.137195122,0,0.001824818,.,1,1,1,.,.,.,.,About 14% of species are perennial,About 0% of species are woody,About 0% of species are cultivated,radial symmetry,selfing,asexual reproduction,wind-pollinated,low extinction risk,temperate climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/f/fb/Phacelia_tanacetifolia_7735.JPG
Phagnalon,Asteraceae,Asterales,20,0.5,1,1,0.00210989,.,.,.,1,.,.,1.1,.,About 100% of species are perennial,About 100% of species are woody,About 0% of species are of agricultural value,radial symmetry,selfing,self-pollination,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/a/a8/Phagnalon_saxatile.JPG
Phalacrocarpum,Asteraceae,Asterales,0,0,1,0,0.00210989,.,.,.,.,.,.,.,.,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,Radial symmetry,Mixed mating system,Sexual reproduction,Insect-pollinated,Low extinction risk,Temperate climates,Small genome,Low variation,No image found
Phalaris,Poaceae,Poales,0,0,0.394736842,0,0.074314214,.,1,0.833333333,0,.,.,3.637333333,41.76580589,About 39% of species are perennial,About 0% of species are woody,About 7% of species are agricultural,radial symmetry,selfing,primarily vegetative reproduction,wind-pollinated,low extinction risk,temperate climates,medium genome,high variation,No image found
Phaseolus,Fabaceae,Fabales,0,0,0.5,0,0.096494845,.,1,1,1,3.5,0.473,0.824788732,26.86409937,About 50% of species are perennial,About 0% of species are woody,About 10% of species are agriculturally important,radial symmetry,selfing,obligate xenogamy,wind-pollinated,high risk,temperate climates,small genome,high variation,https://upload.wikimedia.org/wikipedia/commons/7/79/Snijboonplanten_Phaseolus_vulgaris.jpg
Phebalium,Rutaceae,Sapindales,0,0,1,1,0.001652893,.,.,.,.,.,.,.,.,About 100% of species are perennial,About 100% of species are woody,About 0% of species are agroforestry,unknown,unknown,unknown,unknown,low extinction risk,unknown,unknown,unknown,https://upload.wikimedia.org/wikipedia/commons/8/89/Phebalium_canaliculatum_%288691863137%29.jpg
Phegopteris,Thelypteridaceae,Monilophyta,0,0,1,0,0,.,0,0.5,.,.,.,7.2,.,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agriculturally important,radial symmetry,selfing,herbaceous perennial,insect-pollinated,low extinction risk,temperate climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/b/b6/Phegopteris_hexagonoptera1.JPG
Phellodendron,Rutaceae,Sapindales,0,0,1,1,0.001652893,.,.,.,.,.,.,.,.,About 100% of species are perennial,About 100% of species are woody,About 0% of species are agricultural,radial symmetry,selfing,seed reproduction,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/0/07/Phellodendron_amurense0.jpg
Phelypaea,Orobanchaceae,Lamiales,0,0,1,0,0,.,.,.,.,.,.,2.675,0,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,bilateral symmetry,mixed mating system,Generalist reproduction,insect-pollinated,low extinction risk,temperate climates,medium genome,low variation,https://upload.wikimedia.org/wikipedia/commons/6/66/Phelypaea_tournefortii_kz02.jpg
Phemeranthus,Montiaceae,Caryophyllales,0,0,1,0,0,.,.,.,.,.,.,.,.,About 1% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,selfing,self-pollination,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/c/c1/Phemeranthus_teretifolius_leaves.jpg
Philadelphus,Hydrangeaceae,Cornales,0,0,1,1,0,.,1,1,1,.,.,.,.,About 100% of species are perennial,About 100% of species are woody,About 0% of species are agriculturally important,radial symmetry,selfing,self-pollination,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/b/b1/Philadelphus_Belle_%C3%89toile1a.UME.jpg
Phillyrea,Oleaceae,Lamiales,0,0,1,1,0.003252033,.,.,.,1,.,.,.,.,About 100% of species are perennial,About 100% of species are woody,About 0% of species are agricultural,radial symmetry,selfing,self-pollination,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/2/25/Phillyrea_latifolia2.jpg
Phippsia,Poaceae,Poales,150,0.75,1,0,0.074314214,.,.,.,.,.,.,.,.,About 100% of species are perennial,About 0% of species are woody,About 7% of species are agricultural,radial symmetry,mixed mating system,self-pollinating,insect-pollinated,low extinction risk,temperate climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/e/ef/Phippsia_algida.jpg
Phleum,Poaceae,Poales,0,0,0.625,0,0.074314214,.,1,0.785714286,0,.,.,2.314285714,35.48112136,About 63% of species are perennial,About 0% of species are woody,About 7% of species are used as agricultural crops,radial,mixed mating system,dioecious,wind-pollinated,low extinction risk,temperate climates,medium genome,high variation,https://upload.wikimedia.org/wikipedia/commons/5/56/Timothee_%28Phleum_pratense_subsp._pratense%29.jpg
Phlomis,Lamiaceae,Lamiales,1.098901099,0.071428571,1,0.714285714,0.004320557,.,.,.,1,.,.,.,.,About 100% of species are perennial,About 71% of species are woody,About 0% of species are aggregated,radial symmetry,selfing,self-compatible,wind-pollinated,low extinction risk,temperate climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/f/fd/Phlomis0_KS.jpg
Phlox,Polemoniaceae,Ericales,0.408163265,0.1,0.96,0,0,.,1,0.5,1,.,0.54,.,.,About 96% of species are perennial,About 0% of species are woody,About 0% of species are annual,radial,mixed mating,dioecious,insect-pollinated,low extinction risk,temperate climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/5/5a/Phlox_Paniculata.jpg
Phoenix,Arecaceae,Arecales,0,0,1,1,5.00E-04,0,.,.,.,0.5,.,1.112857143,29.21622912,About 100% of species are perennial,About 100% of species are woody,About 0% of species are agricultural,radial,Unknown mating system,Unknown reproductive syndrome,Unknown pollination syndrome,low extinction risk,cold climates,small genome,high variation,No image found
Pholisma,Boraginaceae,Boraginales,0,0,1,0,0.001824818,.,.,.,.,.,.,.,.,About 1% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,selfing,obligate self-pollination,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/4/44/Pholismaarenarium.jpg
Pholistoma,Boraginaceae,Boraginales,0,0,0,0,0.001824818,.,.,.,.,.,.,.,.,About 0% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,mixed mating system,generalist reproduction,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/5/59/Pholistoma_auritum.jpg
Phoradendron,Santalaceae,Santalales,0,0,1,0.666666667,0.002139037,.,.,.,1,2.8,.,.,.,About 100% of species are perennial,About 67% of species are woody,About 0% of species are agricultural,radial symmetry,mixed mating system,wind-pollinated,wind-pollinated,moderate risk,temperate climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/2/2f/Phoradendroncalifornicum2.jpg
Phormium,Xanthorrhoeaceae,Asparagales,0,0,1,1,0,.,.,1,.,.,0.946,0.76,.,About 100% of species are perennial,About 100% of species are woody,About 0% of species are agamic,bilateral,mixed mating system,reproduces sexually,wind-pollinated,low extinction risk,warm climates,small genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/7/7b/Phormium_tenax_Piha02.jpg
Phyllangium,Loganiaceae,Gentianales,0,0,0,0,0,.,.,.,.,.,.,.,.,About 0% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial,selfing,obligate selfing,wind-pollinated,low extinction risk,cold climates,small genome,low variation,No image found
Phyllanthus,Phyllanthaceae,Malpighiales,0,0,0.6,0.333333333,0.002292264,0,.,.,1,2.3125,.,1.146666667,25.23550513,About 60% of species are perennial,About 33% of species are woody,About 0% of species are agricultural,radial,selfing,requires animal pollination,insect-pollinated,moderate risk,temperate climates,small genome,high variation,https://upload.wikimedia.org/wikipedia/commons/c/c9/Phyllanthus_mirabilis5_ies.jpg
Phyllitis,Aspleniaceae,Monilophyta,300,1.5,1,0,0,.,.,.,.,.,.,.,.,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,selfing,autogamy,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/4/43/Asplenium_trichomanes_subsp_quadrivalens.jpg
Phyllodoce,Ericaceae,Ericales,0,0,1,1,0,.,.,0.5,1,.,.,.,.,About 100% of species are perennial,About 100% of species are woody,About 0% of species are in agriculture,radial,mixed mating system,asexual reproduction,wind-pollinated,low extinction risk,cold climates,small genome,low variation,No image found
Phyllostachys,Poaceae,Poales,0,0,1,1,0.074314214,.,.,.,.,.,.,2.5,11.3137085,About 1% of species are perennial,About 1% of species are woody,About 7% of species are agricultural,radial symmetry,self-incompatible,dioecious,insect-pollinated,low extinction risk,temperate climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/7/7d/Phyllostachys.jpg
Phyllostegia,Lamiaceae,Lamiales,0.854700855,0.111111111,1,0.111111111,0.004320557,.,.,.,.,4,.,.,.,About 100% of species are perennial,About 11% of species are woody,About 0% of species are agamospermous,radial symmetry,mixed mating system,reproduces sexually,wind-pollinated,high risk,temperate climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/9/91/Phyllostegia_haliakalae.jpg
Phyllota,Fabaceae,Fabales,0,0,1,1,0.096494845,.,.,.,.,.,.,0.94,.,About 100% of species are perennial,About 100% of species are woody,About 10% of species are agricultural,radial symmetry,mixed mating system,obligate xenogamy,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/7/71/Phyllota_phylicoides.jpg
Physalis,Solanaceae,Solanales,0,0,0.627906977,0.0625,0.089837398,0,1,0.5,1,.,.,.,.,About 63% of species are perennial,About 6% of species are woody,About 9% of species are agricultural,radial,selfing,vegetative reproduction,insect-pollinated,low extinction risk,temperate climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/4/47/Starr_061225-2955_Physalis_peruviana.jpg
Physaria,Brassicaceae,Brassicales,0.378787879,0.060606061,0.96969697,0,0.00485306,.,.,.,.,.,.,1.315,85.40728614,About 97% of species are perennial,About 0% of species are woody,About 0% of species are aggressive,radial symmetry,selfing,agamospermy,wind-pollinated,low extinction risk,cold climates,small genome,high variation,https://upload.wikimedia.org/wikipedia/commons/9/94/Physaria_chambersii_5.jpg
Physocarpus,Rosaceae,Rosales,0,0,1,1,0.001060071,.,1,1,1,.,.,0.263333333,10.96234688,About 100% of species are perennial,About 100% of species are woody,About 0% of species are cultivated,radial symmetry,selfing,dioecious,wind-pollinated,low extinction risk,cold climates,small genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/f/f7/Physocarpus_opulifolius_Arkansas.jpg
Physospermum,Apiaceae,Apiales,0,0,1,0,0.003968254,.,.,.,1,.,.,.,.,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,selfing,self-pollinating,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/9/90/Physospermum_sp_SmSo.png
Physostegia,Lamiaceae,Lamiales,33.33333333,0.333333333,1,0,0.004320557,.,.,.,.,.,.,.,.,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,selfing,dioecious,wind-pollinated,low extinction risk,temperate climates,small genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/1/12/Physostegia-virginiana-1-US.jpg
Phyteuma,Campanulaceae,Asterales,0,0,1,0,0,.,1,0.916666667,1,.,.,1.145,0,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,selfing,obligate selfing,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/3/35/Phyteuma_globulariifolium.jpg
Phytolacca,Phytolaccaceae,Caryophyllales,0,0,1,0.166666667,0,0,1,1,1,.,.,1.85,40.37371079,About 100% of species are perennial,About 17% of species are woody,About 0% of species are of agricultural significance,radial,mixed mating,obligate sexual reproduction,wind-pollinated,low extinction risk,cold climates,small genome,high variation,https://upload.wikimedia.org/wikipedia/commons/a/aa/Phytolacca_acinosa.JPG
Picea,Pinaceae,Pinophyta,0,0,1,1,0.004761905,.,1,0.833333333,0,0.867647059,0.809863636,16.9924,15.75913537,About 100% of species are perennial,About 100% of species are woody,About 0% of species are agricultural,radial symmetry,self-incompatible,dioecious,wind-pollinated,moderate risk,warm climates,large genome,high variation,https://upload.wikimedia.org/wikipedia/commons/8/81/Picea_abies.jpg
Picradeniopsis,Asteraceae,Asterales,0,0,1,0.5,0.00210989,.,.,.,.,.,.,.,.,About 100% of species are perennial,About 50% of species are woody,About 0% of species are agricultural,radial symmetry,mixed mating system,sexual reproduction,insect-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/4/42/Picradeniopsis_oppositifolia_%284015289311%29.jpg
Picris,Asteraceae,Asterales,0,0,0.323529412,0,0.00210989,0,1,1,1,.,.,1.58,.,About 32% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial,selfing,non-apomictic asexual reproduction,wind-pollinated,low extinction risk,temperate climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/0/01/Illustration_Picris_hieracioides0.jpg
Pilea,Urticaceae,Rosales,0,0,0.25,0,0,.,.,.,.,2.458333333,.,.,.,About 25% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,mixed mating system,vegetative reproduction,insect-pollinated,moderate risk,temperate climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/1/18/Pilea_and_Achudemia.jpg
Pilosella,Asteraceae,Asterales,20,0.5,1,0,0.00210989,.,0.5,0.533898305,1,.,.,4.241276596,23.98793765,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,mixed mating system,outcrossing,wind-pollinated,low extinction risk,temperate climates,medium genome,high variation,https://upload.wikimedia.org/wikipedia/commons/6/61/Hieracium_aurantiacum_LC0106.jpg
Pilularia,Marsileaceae,Monilophyta,0,0,1,0,0,.,.,.,.,.,.,.,.,About 1% of species are perennial,About 0% of species are woody,About 0% of species are agamic,radial symmetry,mixed mating system,sexual reproduction,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/c/cd/Pilularia_globulifera_-_Thom%C3%A9.jpg
Pimelea,Thymelaeaceae,Malvales,0,0,0.916666667,0.6875,0.001324503,.,.,.,1,.,.,3.73,.,About 91.67% of species are perennial,About 68.75% of species are woody,About 0.13% of species are agricultural,radial,mixed mating system,obligate xenogamy,wind-pollinated,low extinction risk,temperate climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/0/0a/Pimelea_brevistyla_-_Flickr_-_Kevin_Thiele.jpg
Pimpinella,Apiaceae,Apiales,0,0,0.785714286,0,0.003968254,0,1,1,1,.,.,3.475,31.10989685,About 79% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial,mixed mating system,sexual reproduction,wind-pollinated,low extinction risk,temperate climates,medium genome,high variation,https://upload.wikimedia.org/wikipedia/commons/3/3c/Pimpinella_saxifraga_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-241.jpg
Pinellia,Araceae,Alismatales,0,0,1,0,0.000248447,.,1,0.5,1,.,.,2.37,68.62217708,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,selfing,vegetative reproduction,wind-pollinated,low extinction risk,temperate climates,medium genome,high variation,https://upload.wikimedia.org/wikipedia/commons/1/11/Puanh_ghrah.jpg
Pinguicula,Lentibulariaceae,Lamiales,2.5,0.1875,1,0,0,.,1,0.75,0.875,.,.,0.654,19.27656947,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agriculturally important,radial,selfing,likely self-pollinating,insect-pollinated,low extinction risk,cold climates,small genome,high variation,https://upload.wikimedia.org/wikipedia/commons/b/bd/Pinguicula_moranensis.jpg
Pinus,Pinaceae,Pinophyta,0.216216216,0.08,1,1,0.004761905,.,1,1,0,0.417431193,0.888,24.77841155,20.5887203,About 100% of species are perennial,About 100% of species are woody,About 0% of species are agriculturally significant,radial symmetry,selfing,obligate selfing,wind-pollinated,low extinction risk,warm climates,large genome,high variation,https://upload.wikimedia.org/wikipedia/commons/9/99/Pinus_jeffreyi_LassenCA.jpg
Piperia,Orchidaceae,Asparagales,0,0,1,0,0,.,.,.,.,.,.,.,.,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agriculturally important,radial symmetry,selfing,self-pollination,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/0/0f/Jcgamepiperiayadonii.jpeg
Piptatherum,Poaceae,Poales,0,0,1,0,0.074314214,.,.,.,0,.,.,.,.,About 1% of species are perennial,About 0% of species are woody,About 7% of species are cultivated,radial or bilateral symmetry,mixed mating system,typically sexual reproduction,wind-pollinated,low extinction risk,temperate climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/3/3e/Piptatherum_paradoxum.jpg
Pipturus,Urticaceae,Rosales,0,0,1,1,0,.,.,.,.,2,.,.,.,About 1% of species are perennial,About 1% of species are woody,About 0% of species are agricultural,radial,selfing,obligate outcrossing,wind-pollinated,moderate risk,temperate climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/d/d8/Starr_061108-9756_Pipturus_albidus.jpg
Pisonia,Nyctaginaceae,Caryophyllales,0,0,1,1,0.005063291,.,.,.,.,3,.,.,.,About 100% of species are perennial,About 100% of species are woody,About 0% of species are agricultural,radial or bilateral symmetry,mixed mating system,sexual reproduction,insect-pollinated,moderate risk,temperate climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/6/60/PisoniaBrunoniana2.jpg
